WKT,name,description
"POLYGON ((106.8820421 -6.2951027, 106.8821708 -6.2956146, 106.8824283 -6.2962545, 106.8827287 -6.2970649, 106.8831579 -6.2979181, 106.8834154 -6.2988565, 106.8837158 -6.2996243, 106.8838874 -6.3006907, 106.8840162 -6.3015438, 106.8844453 -6.3024823, 106.8849603 -6.3030794, 106.8853895 -6.3035913, 106.8860332 -6.3041458, 106.8863765 -6.3046577, 106.887149 -6.304871, 106.8877069 -6.3045297, 106.8885223 -6.3044018, 106.8893377 -6.3044018, 106.890196 -6.3043591, 106.8915264 -6.3043591, 106.8920414 -6.3046577, 106.8924705 -6.3050416, 106.8935005 -6.3052975, 106.8938009 -6.3058521, 106.8948738 -6.3060653, 106.8962471 -6.3057668, 106.8971912 -6.3052122, 106.8974058 -6.3057241, 106.8978349 -6.306236, 106.8984357 -6.3067052, 106.8986074 -6.3073024, 106.8984787 -6.3080275, 106.8993799 -6.3083261, 106.9001953 -6.3086673, 106.9009677 -6.3090086, 106.901869 -6.308838, 106.902384 -6.3086673, 106.9031993 -6.3082834, 106.9036714 -6.3070464, 106.9039718 -6.3061507, 106.9043581 -6.3055961, 106.9050876 -6.3054682, 106.9058172 -6.3053829, 106.9061605 -6.304871, 106.9063751 -6.3038899, 106.9055597 -6.3032927, 106.9047443 -6.3030368, 106.9047872 -6.302269, 106.9047014 -6.3012452, 106.9050876 -6.2999229, 106.9042293 -6.2990271, 106.9034568 -6.2988565, 106.9020406 -6.2988138, 106.9005815 -6.2983446, 106.8997232 -6.298174, 106.8980924 -6.298046, 106.8967191 -6.2979607, 106.8953888 -6.2979181, 106.8941871 -6.2979181, 106.8930284 -6.2983873, 106.8920414 -6.2990271, 106.8907968 -6.2988138, 106.8895952 -6.2987712, 106.8884794 -6.2987712, 106.8880931 -6.2985579, 106.8866769 -6.2985579, 106.8855611 -6.2985152, 106.8855182 -6.2974915, 106.8849603 -6.2972355, 106.8850032 -6.2967663, 106.8849603 -6.2963824, 106.8843595 -6.2956146, 106.8841449 -6.2952734, 106.8826429 -6.2951027, 106.8820421 -6.2951027))",Taman Mini Indonesia indah,
