WKT,name,description
"POLYGON ((106.7236035 -6.0889725, 106.7133038 -6.0937518, 106.7030041 -6.0958001, 106.6892712 -6.0958001, 106.6878979 -6.1060415, 106.695451 -6.1094552, 106.6920178 -6.1190136, 106.6865246 -6.127889, 106.6913312 -6.1367644, 106.6851514 -6.1470049, 106.6885846 -6.1606587, 106.6885846 -6.1708988, 106.7160504 -6.184552, 106.7160504 -6.1934263, 106.7215436 -6.1947916, 106.7215436 -6.2111746, 106.7160504 -6.2220963, 106.7297833 -6.2241441, 106.740083 -6.2261919, 106.7455762 -6.2412088, 106.7455762 -6.2493996, 106.7524426 -6.253495, 106.7531293 -6.265781, 106.7510693 -6.2739714, 106.7606824 -6.2794316, 106.7668622 -6.2903519, 106.7716687 -6.301272, 106.7737286 -6.3094619, 106.7778485 -6.3203816, 106.7771619 -6.3319835, 106.7737286 -6.3401729, 106.7689221 -6.3517743, 106.8005078 -6.3347133, 106.794328 -6.3490446, 106.7922681 -6.3599634, 106.8018811 -6.3640579, 106.8142407 -6.3613283, 106.8183606 -6.3538216, 106.8279736 -6.3551865, 106.8348401 -6.3510919, 106.8423932 -6.3394904, 106.8471997 -6.3353957, 106.8513196 -6.3422202, 106.8561261 -6.3517743, 106.8609326 -6.3551865, 106.869859 -6.3531392, 106.8719189 -6.359281, 106.8808453 -6.3654228, 106.8897717 -6.3688348, 106.900758 -6.3667876, 106.9062512 -6.3606459, 106.9138043 -6.3626931, 106.9151776 -6.349727, 106.9186108 -6.3381255, 106.9199841 -6.3272063, 106.9192975 -6.3190166, 106.9199841 -6.3108269, 106.9192975 -6.301272, 106.9110577 -6.293082, 106.9083111 -6.2807967, 106.9062512 -6.2685111, 106.9055646 -6.259638, 106.9131177 -6.2548601, 106.9179242 -6.2466694, 106.9247906 -6.2528125, 106.9350903 -6.2521299, 106.9426434 -6.2507648, 106.9474499 -6.2323352, 106.9495099 -6.2166355, 106.9584363 -6.210492, 106.9653027 -6.2063963, 106.9680493 -6.1927437, 106.9694226 -6.180456, 106.9707959 -6.1654374, 106.9707959 -6.1470049, 106.9701092 -6.110138, 106.9680493 -6.1005795, 106.9673627 -6.0923863, 106.9591229 -6.0855586, 106.9364636 -6.084193, 106.9048779 -6.0480046, 106.881532 -6.0159109, 106.8739789 -6.0268367, 106.846513 -6.0295681, 106.8314068 -6.0363965, 106.8211072 -6.0445905, 106.806001 -6.0548328, 106.7874615 -6.0650749, 106.7744153 -6.0657577, 106.7648022 -6.0671233, 106.7462628 -6.0739513, 106.7339032 -6.0766824, 106.7256634 -6.0814619, 106.7236035 -6.0889725))",Kota DKI Jakarta,
